claim,true_label,predicted_label,confidence
"We’ve got an average of 5,600 soldiers committing suicide. That’s about 20 a day.",mixture,true,0.3671
"Phyllis Schlafly Says broken compact fluorescent light bulbs ""allegedly cause migraines and epilepsy attacks.",false,false,0.5119
The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.,true,true,0.7334
Rhode Island law aims to prevent suicides at public colleges.,true,true,0.9335
Panel recommends pneumonia vaccine for adult smokers,false,true,0.9578
"Promise of faster, more accessible schizophrenia diagnosis, Rutgers study shows",false,true,0.9576
Discussion forums and social media have been abuzz with reports that Chic-fil-A offers a free meal for new moms.,mixture,true,0.4277
"In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.",true,false,0.4255
Folic acid tied to better grades in Swedish teens,true,true,0.6574
“Four kids who took the coronavirus vaccine died immediately.”,false,true,0.3924
"In the House Republican health care bill, ""we’re expanding women’s access to health services by redirecting Planned Parenthood dollars to community health centers, which vastly outnumber Planned Parenthood clinics.",false,true,0.3802
Older emphysema drug linked to heart deaths.,true,true,0.6333
Statistics demonstrate that crime rates in Australia have increased substantially since the government there instituted a gun buy-back program in 1997.,false,true,0.6894
The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.,mixture,unproven,0.2713
Health officials in Omaha confirm 2 pediatric flu deaths.,true,true,0.9956
We reduced abortion. We increased adoptions by 135 percent.,false,true,0.8276
"Five-minute neck scan can spot dementia 10 years earlier, say scientists",false,true,0.5592
"After discovering a doomsday asteroid was approaching Earth, world leaders created the COVID-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during Earth's final days.",false,false,0.4169
Weighing effectiveness versus risk in obesity drugs,false,true,0.5674
US OKs 1st drug aimed at women with inherited breast cancer,mixture,true,0.9179
Brain-dead Canadian woman kept on life support to save fetus.,true,true,0.9782
"The Simpsons"" television show predicted the fire at Notre Dame Cathedral in France in April 2019.",false,false,0.4787
"During the 2005 fight over Social Security, ""there were noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.",false,false,0.4314
Erdogan says Turkey will overcome coronavirus in two-three weeks; school closures extended.,true,true,0.9519
A woman sought medical help to remove a deer tongue she had used for self-pleasuring purposes.,true,true,0.9467
Trump backs Fla. plan to import lower-cost meds from abroad.,true,true,0.905
Martin Luther King said our lives begin to end the day we become silent on things that matter.,mixture,true,0.5259
Swimmers have been warned about flesh-eating bacteria at Florida beaches along the Gulf of Mexico.,mixture,true,0.822
"Debbie Wasserman Schultz Says Gov. Rick Scott ""cut nearly $1 million from mosquito control and closed down the state’s mosquito research lab a few years ago.",false,false,0.3595
Kirk Watson Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,true,true,0.4216
Airlines rush to boost demand as coronavirus shreds playbook for crisis management.,true,true,0.9808
'What choice do I have?' Lock-down strands millions in China's Wuhan.,true,true,0.8011
"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic.",mixture,true,0.3965
A photo shows a weasel riding on the back of a woodpecker in flight.,true,true,0.8265
"During wartime, the Seal of the President of the United States is modified so that the eagle's head faces the opposite direction.",false,true,0.5816
"Obamacare medical device tax ""has led to the loss of thousands of jobs"" in U.S.",mixture,false,0.3833
New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus,false,true,0.8736
UK Supreme Court hears attempt to change Northern Ireland abortion law.,true,true,0.9933
Doctors weigh brain-oxygen monitor,mixture,true,0.9783
"An employee at a women's health center in Bronx, New York, told an undercover pro-life activist she should dispose of a baby born alive after a failed abortion.",unproven,true,0.7447
A Texas girl required surgery after she swallowed part of a fidget spinner while cleaning it.,true,true,0.948
"Releasing inmates, screening staff: U.S. jails and prisons rush to limit virus risks.",true,true,0.9945
Five minutes in the green can boost self esteem.,true,true,0.4895
Pediatrics group backs bill to allow minors to seek vaccines.,true,true,0.9943
Dutch teen author Noa Pothoven was voluntarily euthanized.,false,true,0.977
We are seeing kids who are healthier.,mixture,true,0.856
New Study Published on Cover of Urology Finds that Decipher® Prostate Cancer Classifier Reduces Conflicting Treatment Recommendations between Urologists and Radiation Oncologists,mixture,mixture,0.3329
Human virus linked to mountain gorilla deaths.,true,true,0.7318
Policies that legalize recreational marijuana exacerbate America’s opioid addiction epidemic.,unproven,true,0.6456
"Hilary Rosen Says Chris Christie ""vetoed Planned Parenthood funding five times over the course of his governorship.",true,false,0.3762
Program Cut Catheter-Associated Urinary Tract Infections,true,true,0.4454
New Mexico land boss concerned about border wall work.,true,true,0.9947
"Monarch butterflies are becoming extinct"" because of increased use of crops genetically modified to withstand pesticides.",mixture,false,0.4437
Chronic wasting disease found in buck on Winona County farm.,true,true,0.8673
"A video shows a piece of raw chicken meat ""twitching"" off of a dinner table.",mixture,true,0.4534
"A Michigan farmer was forced to destroy 40,000 edible cherries to make way for cherries imported from outside the U.S.",mixture,true,0.6612
Christine Blasey Ford committed perjury by identifying herself as a 'research psychologist' in her Senate committee testimony.,false,true,0.6756
A clause in the document annexing Texas to the United States allowed for Texas to be divided into five different states.,mixture,true,0.5666
"In an impoverished Chilean suburb, a recycling drive flourishes.",true,true,0.9328
Tests of New AIDS Gel Show Promise for Women.,true,true,0.9873
Aspirin Linked to Lower Pancreatic Cancer Risk,false,true,0.3125
U.S. Panel Questions Prostate Screening,true,true,0.9705
"In January 2017, Dr. Anthony Fauci predicted a serious pandemic during U.S. President Donald Trump's tenure in office.",true,true,0.3653
China agrees to WHO sending experts to study virus.,true,true,0.9956
How barbershops could help lower blood pressure,true,true,0.6494
Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,mixture,true,0.8594
Connecticut confirms 4th case of measles.,true,true,0.9967
"Opossums stop the spread of Lyme disease because they kill up to 4,000 ticks a week.",true,false,0.3191
"The 1866 ""Ex parte Milligan"" precludes states from enforcing regulations that prevent residents from freely traveling or earning a living.",false,false,0.3615
Cortisol levels in children's hair may reveal future mental health risk,false,true,0.2909
"In 2017 and 2018, teenage boys widely purchased and used a urethra-covering adhesive band called the Jiftip.",mixture,true,0.4104
China seeks to identify cause of mystery pneumonia infecting 44.,true,true,0.9843
North Dakota governor says controlling hotspot is weeks away.,true,true,0.9886
The European Union ordered reporters to not reporting whether a terrorist is Muslim.,false,true,0.9792
Some Doctors Question New Cancer Treatment,true,false,0.3714
Florida’s hepatitis A outbreak prompts vaccine push.,true,true,0.9912
Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.,false,false,0.3982
Bill White has presided over the construction of what may be the world's largest abortion clinic.,false,true,0.3586
Researcher Judy Mikovits was arrested without a warrant and jailed without charges for making a controversial scientific discovery.,false,true,0.806
Utah investigates 21 cases of lung disease linked to vaping.,true,true,0.9959
Background checks have been unequivocally shown to reduce gun violence.,mixture,false,0.2816
The novel coronavirus was “man-made.”,false,false,0.5183
High ambitions: Uruguay cannabis firm targets booming global market for medical marijuana.,true,true,0.9871
"House Bill 330 ""grants immunity from liability to motorists who strike protesters.",false,true,0.4108
Viscosupplementation Recommended For Appropriate Patients with Knee Osteoarthritis,false,true,0.5963
A Japanese man was found dead months after being crushed by huge pile of pornography.,false,false,0.4245
"Image depicts a tweet from the World Health Organization on January 14 2020, indicating there was ""no clear evidence of human-to-human transmission of the novel #coronavirus.",mixture,false,0.3418
The family of Anne Frank sought (and was denied) refugee status in the United States.,true,true,0.5829
"An official Los Angeles Police Department (LAPD) badge page used badge number ""14188"" as its example (later deleted).",true,true,0.4526
Scientists grow viable vaginas from girls' own cells.,true,true,0.9569
QuikTrip's Safe Place is equipped to provide a safe room and assistance to a variety of victims of violence or persons otherwise in danger.,mixture,true,0.8264
"Newport developed marijuana cigarettes which will be available for purchase ""next year.",false,true,0.8198
"Mammograms Save Lives for Women in Their 40s, Study Says",false,true,0.9175
"Covfefe"" means something, anything.",false,false,0.4921
Health care systems to get $5.5M to prepare for emergencies.,true,true,0.979
Cristina Higgins authored a personal account about the spread of COVID-19 in Italy.,true,true,0.7832
Facebook post Says series of 11 photos are “from the 1918 flu pandemic.”,false,false,0.4728
Proposal for Lyme prevention included in appropriations deal.,true,true,0.9347
New hearts forge new friendship for transplant recipients.,true,true,0.981
Group pushes to end plastic foam use in schools.,true,true,0.935
First-ever nivolumab study to treat aggressive anal cancer appears promising,mixture,true,0.523
"Ted Cruz Says both Donald Trump and Hillary Clinton say Planned Parenthood is ""terrific and that it should keep taxpayer funding.",false,true,0.3661
"500,000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury.",true,true,0.8631
Planned Parenthood: States should oppose Trump ‘gag rule’.,true,true,0.7962
Virginia has “lagged behind other states when it comes to (covid-19) testing.”,true,true,0.6931
"Merck KGaA, Pfizer's immuno-drug shown to alleviate kidney cancer",false,true,0.593
"Drugs may make stents deadly, study says",false,true,0.8747
An inaudible sonic weapon adequately explains the range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.,false,true,0.9059
We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,false,mixture,0.3403
Stay-at-home orders “actually are the law of these states.”,true,false,0.4569
Virginia psychiatric hospitals run short on open beds.,true,true,0.9644
"African-Americans don't use drugs at a higher level than whites but ""wind up going to prison six times more.",true,true,0.3868
More support for osteoporosis drugs,true,true,0.7129
The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.,false,true,0.3228
A young boy fell asleep wearing a Spider-Man watch and woke up the next morning with second and third degree chemical burns on his wrist.,unproven,true,0.5294
An immigrant put peanut butter in a little girl's sandwich causing her to have an allergic reaction.,unproven,true,0.472
Wells Fargo and Chase are invested in the Dakota Access Pipeline.,true,true,0.8289
Coca-Cola is an effective contraceptive.,false,true,0.362
"New Ebola case in Congo, days before outbreak’s expected end.",true,true,0.9908
“President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.”,false,false,0.4547
Quick brain scan could screen for autism,mixture,true,0.5137
Yoga and Stretching Equally Effective for Back Pain,mixture,true,0.5671
"Ben Carson Says he ""didn’t have an involvement with"" nutritional supplement company Mannatech.",false,false,0.443
"The city of Lake Worth Beach, Florida cut power and water services to some residents in the middle of the COVID-19 pandemic.",mixture,true,0.9609
US regulators OK updated version of decades-old antibiotic.,true,true,0.9953
New Therapy for Enlarged Prostate May Bypass Unpleasant Side Effects,false,false,0.3137
"Hate daylight saving time? You may have a point, researchers say.",true,false,0.4012
Novartis's new treatment for hives outperforms Xolair in trials.,true,true,0.8492
"Although Georgia Gov. Brian Kemp ""opened"" the state, his mansion remained closed for tours during the COVID-19 pandemic.",true,true,0.4086
O’Rourke offers blue vision for red Texas during Nelson show.,true,true,0.9455
"Sid Miller Says a poll showed 70 percent to 75 percent of people want to see Confederate statues ""remain up and not taken down.",mixture,false,0.4321
Cannabis Derivative Cannabidiol Reduces Seizures in Severe Epilepsy Disorder,true,true,0.3117
Test may help predict colon cancer recurrence risk,true,true,0.3375
Indonesian doctor's death exposes heartbreaking risks of coronavirus battle.,true,true,0.9883
"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",false,true,0.3559
FDA approves new drug that prevents migraines without side effects,mixture,true,0.9683
"Thailand closes more public facilities as coronavirus cases top 1,100.",true,true,0.9949
Current expenditures could likely cover the estimated costs of Medicare for All.,true,true,0.3409
Compound May Fight Hard-to-Treat Lung Cancer,false,false,0.297
Chicago receives $6.7M to help people living with HIV/AIDS.,true,true,0.9913
"Small increases in physical activity reduce immobility, disability risks in older adults",mixture,mixture,0.3098
Kentucky reports 4 adults have died of the flu this season.,true,true,0.988
Stop-Smoking Drug May Also Curb Problem Drinking,mixture,mixture,0.2865
Minnesota bets fiscal future on osteopathic medical school.,true,true,0.9941
A woman became pregnant from being struck by a bullet that had passed through the scrotum of a Civil War soldier.,false,true,0.6189
"In testing for allergies, a single shot may suffice",mixture,false,0.307
Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,false,true,0.4628
"Health officials have seen a surge in the number of people using ""bug spray"" to get high.",false,true,0.8088
"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, CHANCE AT CURING BRAIN DISEASES",mixture,false,0.331
Drinking one diet drink a day triples a person's risk of dementia and strokes.,unproven,true,0.3667
"John O'Bannon Says ""some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.",false,false,0.4317
"Miscellany Blue Says a ""lawmaker seeks to defund Planned Parenthood for ‘cutting children into small pieces.’",true,false,0.5845
Dry needling offers alternative to cortisone injection for hip pain,mixture,true,0.4808
Aveo Oncology to end breast cancer study due to low enrollment.,true,true,0.9756
"Hillary Clinton Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",true,true,0.3383
North Carolina fair bans mist fans as health measure.,true,true,0.9928
"For a full-body workout, drumming is the novelty to beat.",true,true,0.6642
A daily regimen of ingesting gin-soaked raisins will help relieve arthritis symptoms.,unproven,true,0.3501
"The GOP health bill ""would once again allow being a rape or domestic violence victim to be a pre-existing condition.",false,true,0.3521
"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.",true,true,0.8195
"“The flu killed 80,000 people in the U.S. last year”",false,true,0.4599
Therapy animals are everywhere. Proof that they help is not.,true,true,0.566
"In the aftermath of two mass shootings, President Donald Trump attacked a political opponent and bragged about crowd sizes during remarks about the incidents, whereas past presidents offered words of comfort and solidarity.",mixture,false,0.3585
I just want to assure [you] we're not talking about cutting Medicare benefits.,mixture,false,0.3505
"Trio wins chemistry Nobel for work on antibody drugs, smart enzymes.",true,true,0.987
UCB urges stronger warning on cough medicine.,true,true,0.9954
"Oregon Health Authority Says that in 2007, ""Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",false,true,0.5536
"Alissa Keny-Guyer Says ""in Oregon only 41 percent of adults have ever been tested"" for HIV.",true,true,0.5423
Receiving a clot-buster drug before reaching the hospital may reduce stroke disability,mixture,true,0.3472
"Utah home-birth rate is double the US average, report says.",true,true,0.9866
California rejects unique intersex surgery ban for some kids.,true,true,0.9948
"Nobel for quantum ""parlour trick"" that could make super computers.",true,true,0.6666
Princeton revising polices over mental health disabilities.,true,true,0.9885
"Clout-chasing teenagers are participating in the ""coronavirus challenge"" on TikTok, Instagram, and other social media platforms, sharing attempts to infect themselves and contract COVID-19.",unproven,true,0.5822
"According to (Barack) Obama’s newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government,"" which is ""then used as justification for gun confiscation.",false,false,0.5029
"Mike Coffman Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",false,true,0.3598
Polysorbate 80 and 20 are in vaccines and cause cancer in animals and are linked to autoimmune issues and infertility.,unproven,true,0.2969
It can survive for 6-12 hours on fabric and will be killed by normal laundry detergent .,unproven,false,0.3324
Baby illness can be scanned in mother's blood: study.,true,true,0.9304
"Sen. Harry Reid voted ""against declaring English our national language, twice.",true,false,0.355
"Women ""are still paid 82 cents for every dollar a man earns in Texas.",true,true,0.4194
"Facebook post Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",false,false,0.418
NJ targets pollution in poorer areas with 6 lawsuits.,true,true,0.9653
"Studies have demonstrated that cooking with aluminum foil can result in the ingestion of aluminum, which is a risk factor for Alzheimer's disease.",false,unproven,0.2649
"Philippines to cull 200,000 fowl after bird flu outbreak.",true,true,0.9908
Drug for refractory psoriatic arthritis shows promise in clinical trial,true,true,0.7075
Lawmakers ready for ‘fast and furious’ session.,true,true,0.9934
"France struggling to curb rate of coronavirus pandemic, health official says.",true,true,0.9939
Zambia says new cases dropping in deadly cholera outbreak.,true,true,0.9942
Aid groups descend on Indonesia quake zone; deaths reach 102.,true,true,0.976
Dominican hospital under scrutiny after 14 newborns die.,true,true,0.9933
"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.",true,true,0.3671
Apple has reopened all 42 China stores.,true,true,0.9401
"Turkey will hire more medics, stop exporting face masks: minister.",true,true,0.9949
"Business associates of"" William Browder ""sent a huge amount of money – 400 million – as a contribution to the campaign of Hillary Clinton.",unproven,true,0.4672
"Rick Perry Says President Barack Obama’s overturning of the Mexico City Policy means federal tax dollars can be used ""to fund abortion all over the world.",false,false,0.3957
You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.,mixture,false,0.4897
"A driver in Las Vegas shouted ""Allahu Akbar"" as she deliberately struck multiple pedestrians with her vehicle, and police have been instructed to suppress that detail of the story.",false,true,0.5169
"Global spa, wellness industry estimated at $3.4 trillion: report.",true,true,0.9748
"U.S. Immigration and Customs Enforcement (ICE) is planning a six-day “Citizens Academy” training, including instruction on firearms and how to make arrests, for Chicago residents in September 2020.",mixture,true,0.7881
"US experts reviewing low-carb, other diets for guidelines.",true,true,0.9959
Missouri physicians warn against bug-borne diseases.,true,true,0.9966
United States health care facilities face an intravenous bag shortage because of the devastation wreaked by Hurricane Maria in September 2017.,true,true,0.8715
"Wisconsin bill ""grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products.",true,true,0.8524
"I’ll Take a Sperm Test, to Go: First at-Home Male-Infertility Test Debuts",false,true,0.5054
Nursing home with most virus deaths fined $10K a day.,true,true,0.9725
Zinc may ward off viruses but there are dangers,mixture,false,0.35
"The Cutting Edge: Robotic Surgery, Today!",false,false,0.4484
Researchers identify CTE biomarker that may lead to diagnosis while alive,true,true,0.9159
"The Village of Deerfield, Illinois, has approved an ordinance banning the possession of assault weapons and high-capacity magazines.",true,true,0.775
“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,false,false,0.4685
Facebook post Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,false,false,0.6739
"Whales live as long at SeaWorld"" as they do in the wild.",mixture,true,0.4122
Provenge vaccine prolongs life in prostate cancer patients,mixture,true,0.4004
New Blood Test May Rule Out Heart Attacks More Quickly,false,true,0.3156
Spanking kids can cause long-term harm: Canada study.,true,true,0.9772
Medicating Children With ADHD Keeps Them Safer,mixture,true,0.5103
"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",true,false,0.3641
"Bats are pictured on the reverse of a U.S. quarter issued in 2020, an indicator that COVID-19 is connected to a government plot.",mixture,true,0.5444
Study: Fatty acids can help ease PMS symptoms,mixture,true,0.6173
NFL suspends Patriots’ Gordon for substance abuse violation.,true,true,0.9937
Broccoli May Slow or Reverse Some Atherosclerosis,false,false,0.3385
New adult behavioral health unit opens in northern Arkansas.,true,true,0.9916
California lawmakers want to repeal HIV criminalization laws.,true,true,0.9888
"More (people) die from indoor air pollution than from malaria, HIV/AIDS and TB combined.",true,true,0.5003
The Centers for Disease Control and Prevention is ordering that all deaths no matter the cause be counted as COVID-19 deaths via a new ICD code.,false,true,0.695
"U.S. President Donald Trump referred to the new coronavirus as a ""hoax.",mixture,false,0.7503
Disability rights advocates sue Montana over Medicaid cuts.,true,true,0.987
Singer and actress Demi Lovato passed away in August 2018.,false,true,0.458
Genes offer predictions on leukemia,false,true,0.4992
"NEW VACCINE COULD STOP HEROIN ABUSE BY BLOCKING HIGH, STUDY SUGGESTS",mixture,true,0.3575
"Foster care, mental health, guns on DeWine’s 2020 agenda.",true,true,0.7703
11-year-old shares her story battling cancer with classmates.,true,true,0.9902
"Weight Loss Really Can Reverse Diabetes, New Study Finds",mixture,true,0.7983
Peru's giant jungle fish hooks conscientious gourmets.,true,true,0.9142
"The Swedish parliament rejected seven proposals in May 2017 establishing a mandatory vaccination program, enacting a ban on the practice.",false,false,0.3365
Gastric Balloon in a Pill Helps Patients Lose Weight Without Surgery or Endoscopy,mixture,true,0.5793
"Somali Muslim refugees ""took over"" the small town of Shelbyville, Tennessee and targeted local Christians with ""violent Islamic crimes"".",false,true,0.6113
"Crossroads GPS Says Joe Sestak ""voted to gut Medicare ... reducing benefits for 854,489 seniors"" and jeopardizing ""access to care for millions.",false,true,0.4452
UK faces new legal action over air quality.,true,true,0.9956
The senate voted 51-48 to repeal the Affordable Care Act on 12 January 2017.,false,true,0.6783
"Colonoscopies Miss Many Cancers, Study Finds",true,true,0.9135
UK authorities release confiscated cannabis after boy hospitalized.,true,true,0.9888
U.S. President Donald Trump cut funding for the Centers for Disease Control and Prevention (CDC).,mixture,true,0.8346
Probe into fatal Australia bushfire plane crash complicated by dangers.,true,true,0.9386
Heart Device Cuts Death Rate,true,true,0.4043
Nicotine Replacement Treatments May Not Work Long-Term,true,false,0.3484
Health officials report third vaping-related death in Texas .,true,true,0.9958
"Liberals"" want to change the name of Cracker Barrel to ""Caucasian Barrel"" because otherwise it's racist.",false,false,0.4863
Development of a wearable medical device for type 2 diabetes,false,true,0.6902
Massachusetts Senate to debate prescription drug price bill.,true,true,0.989
"A video shows a sick, possibly starving polar bear on Baffin Island in the Canadian Arctic.",true,true,0.6069
"Inspired by Greta Thunberg, worldwide protest demands climate action.",true,true,0.6312
Lava gushes from volcano near Manila; tens of thousands flee.,true,true,0.9804
Group launches plan to improve behavioral care access.,true,true,0.9929
There's no scientific conclusion that (being gay) is genetic.,true,false,0.5288
"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.",false,true,0.3977
Shire Announces Positive Results of SHP465 Safety and Efficacy Study in Children and Adolescents with ADHD,mixture,true,0.9882
"Americans pay 25 percent of their pay for ""employer provided"" health insurance — which they prefer — whereas people in the UK pay £10 per check for NHS coverage.",mixture,true,0.5447
India allows limited exports of anti-malaria drug after Trump warns of retaliation.,true,true,0.9604
“if your child gets this virus their going to hospital alone in a van with people they don’t know...to be with people they don’t know… you will be at home without them in their time of need.”,false,false,0.6345
"Italy has concluded Covid-19 is not a virus, and people are actually dying of amplified global 5G electromagnetic radiation poisoning.",false,true,0.428
"Rick Perry Says he ""got lobbied"" by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.",false,false,0.4263
Report: 20-somethings can go 2 years between Paps,true,true,0.7474
Greece quarantines second migrant camp after COVID-19 case confirmed.,true,true,0.9949
US patent number CA2741523 is for swine flu.,mixture,true,0.4306
Starving prostate cancer with what you eat for dinner,false,false,0.4313
"Cracking the mysteries of the elusive, majestic whale shark.",true,true,0.9107
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,true,true,0.4232
"After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs.",false,true,0.3847
A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.,true,true,0.9012
First test of anti-epilepsy surgeries in children shows dramatic benefit,true,true,0.7881
Texas IDs cancer cluster in polluted Houston neighborhood.,true,true,0.986
"Love bugs"" are the result of a genetic experiment gone wrong at the University of Florida.",false,false,0.6175
"Canada faces 'critical week' in coronavirus crisis, death toll jumps.",true,true,0.996
"An amendment inserted by lawmakers into the state budget ""exempts scientific researchers from all state animal cruelty laws.",true,false,0.4197
Shots for food workers urged in 2 West Virginia counties.,true,true,0.9958
Georgia shelter quarantines dog area for parvovirus.,true,true,0.9941
Stephen Hawking's thesis and wheelchair sell for $1 million.,true,true,0.8243
Arkansas Colleges of Health Education celebrates 5 years.,true,true,0.9924
"Recipe winners dine on brussels sprouts, smoothies at White House.",true,true,0.9664
Death is listed as a side effect of the MMR vaccine.,false,true,0.3957
"According to an unnamed critical care physician working in Italy, emergency rooms in the country were running at 200 percent capacity because of a novel coronavirus.",unproven,true,0.5698
Jury clears J&J of liability in California talc cancer case.,true,true,0.9932
Mozambique to start cholera vaccinations next week after cyclone.,true,true,0.9901
"No vaping ban U-turn, says Indian official, as protests fizzle.",true,true,0.9905
Several emails circulating about the Obama administration’s proposed Universal Health Care bill. One concern is that the passage of this bill will levy an additional capital gains tax on the sales of homes of 3.8%.,mixture,false,0.582
Technology helps China brace for population growth.,true,true,0.9912
"Ron Johnson said specifically that he hopes the first steps occur to privatize the"" Veterans Administration.",mixture,true,0.3663
"The University of Louisville Hospital confirmed the deaths of 16 people from a rare strain of the ""HR3211 virus.",false,true,0.9859
"As the United States government tried to negotiate a response to a novel coronavirus strain, cost issues temporarily stalled passing a bill approving roughly $8 billion in emergency funding.",true,true,0.3616
Pfizer pulls Lipitor ads with heart expert Jarvik.,true,true,0.9831
"The web site Genpets.com sells mass-produced, bioengineered pets.",false,false,0.3603
New Drug for Severe Eczema Is Successful in 2 New Trials,mixture,true,0.5803
Cleveland Browns running back Isaiah Crowell once posted to his Instagram profile an artist's rendering of a hooded man cutting the throat of a police officer.,true,true,0.4964
U.S. men less likely to heed health warnings as coronavirus death toll mounts: Reuters Poll.,true,true,0.9929
Washington state deals blow to plan for coal export terminal.,true,true,0.9947
A report of a 7-year-old girl who got breast implants has stirred controversy.,false,false,0.3216
"Images shared in March 2020 showed a convoy of military trucks transporting bodies away from an over-subscribed crematorium in Bergamo, Italy.",true,true,0.55
12 Minutes of Yoga for Better Bone Health,true,true,0.7322
Complacency a concern as AIDS treatment improves in Africa.,true,true,0.6552
Data suggests opioid-related overdose deaths in Alaska down.,true,true,0.8629
"Oregano, Thyme May Hold the Cure for Wasting Syndrome Disease",false,false,0.4024
"Lose weight with skin cream? Fat chance, says U.S. govt.",true,true,0.8271
"San Antonio has seen ""67% growth"" in water customers ""in the last 25 years, 0% more water used.",false,true,0.8092
Hal Turner Radio Show Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,false,false,0.5795
Hard questions about chemo,true,true,0.4513
Gene test could spare women from unnecessary radiation,true,true,0.2985
"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread"" of the virus.",mixture,true,0.5207
Gov. Kelly: Kansas psychiatric hospital unit needs changes.,true,true,0.9933
"Jay Hottinger Says Wendy’s founder ""Dave Thomas left the state literally on his deathbed to avoid the estate tax.",false,false,0.4691
"Utah bans abortions after 18 weeks, teeing up legal showdown.",true,true,0.9931
"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.",true,true,0.3841
"Richard Durbin Says President Barack Obama’s nominees met a standard of 60 votes, ""a standard that was met by Elena Kagan as well as Sonia Sotomayor, President Obama's choices.",mixture,true,0.4414
Do you really think I’d call Russia to help me with an election? Give me a break. They wouldn’t be able to help me at all.,mixture,false,0.601
A form of strep infection is capable of affecting the nasal cavity and face.,true,false,0.3339
"Image of an anti-Semitic sign (""the real plague"") was captured at a COVID-19 anti-lockdown protest in Ohio in April 2020.",true,true,0.437
"Chris Sununu Says drug dealers have ""overdosed on purpose"" to avoid prosecution.",false,true,0.4141
The Obama administration left Trump with a “stockpile with a cupboard that was bare.”,false,false,0.4808
Flashing your car's high beams at a traffic signal will cause it to change from red to green more quickly.,false,false,0.3047
"The federal government is “preparing to mobilize the national guard,” “dispatch them across the US with military” and “announce a nationwide 1 week quarantine for all citizens.”",false,true,0.3541
A new Arkansas law allows rapists to sue their victims to stop an abortion.,false,true,0.6351
"Image of a COVID-19 anti-lockdown protester's sign calling to re-open ""Pennslvania"" and referencing ""we the peaple"" is not doctored or altered in any way.",true,false,0.8001
An anti-seat belt law advocate was killed in automobile accident.,true,true,0.8481
"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",true,true,0.7339
Wikileaks documents reveal Hillary Clinton was gravely injured in a plane crash during a secret mission to Iran in 2012.,false,false,0.4064
"“Smoking in cars with children is illegal starting January 30, 2018.”",false,false,0.4385
Stem Cell Injection May Soon Reverse Vision Loss Caused By Age-Related Macular Degeneration,false,false,0.3211
